"filename", "language", "XML", "Dart", "JSON", "YAML", "Markdown", "Gradle", "Properties", "Swift", "C++", "comment", "blank", "total"
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/main_screen/widgets/task_tile.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 4, 85
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/view/screen.dart", "Dart", 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 11, 171
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/change_password.dart", "Dart", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 4, 45
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/delete_profile_button.dart", "Dart", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/pass_field.dart", "Dart", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 5, 77
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/password_header.dart", "Dart", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 3, 43
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/profile_avatar.dart", "Dart", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/profile_info.dart", "Dart", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 4, 62
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/profile_tile.dart", "Dart", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 4, 69
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/view/screen.dart", "Dart", 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 13, 209
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/form_field.dart", "Dart", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 3, 56
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/reg_body.dart", "Dart", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 3, 74
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/reg_header.dart", "Dart", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 3, 98
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/t_elevated_button.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/t_outline_button.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33
