"filename", "language", "XML", "Dart", "JSON", "YAML", "Markdown", "Gradle", "C++", "Swift", "Properties", "comment", "blank", "total"
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/pass_field.dart", "Dart", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/password_header.dart", "Dart", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 3, 43
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/profile_avatar.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/profile_info.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/profile_tile.dart", "Dart", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 3, 50
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/view/screen.dart", "Dart", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 3, 108
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/form_field.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/reg_body.dart", "Dart", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/reg_header.dart", "Dart", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 3, 98
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/search_screen/view/screen.dart", "Dart", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 3, 105
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/search_screen/widgets/last_requests.dart", "Dart", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 3, 90
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/search_screen/widgets/search_field.dart", "Dart", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 3, 49
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/settings_screen/view/screen.dart", "Dart", 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 9, 283
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/stat_screen/view/screen.dart", "Dart", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 3, 64
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/stat_screen/widgets/info_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/stat_screen/widgets/level_info.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/utils/theme/custom_theme/elevated_button.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/utils/theme/custom_theme/outlinebutton_theme.dart", "Dart", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/macbook/Documents/GitHub/godofdiscipline/lib/utils/theme/theme.dart", "Dart", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/Users/macbook/Documents/GitHub/godofdiscipline/pubspec.yaml", "YAML", 0, 0, 0, 24, 0, 0, 0, 0, 0, 57, 15, 96
"/Users/macbook/Documents/GitHub/godofdiscipline/test/widget_test.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"Total", "-", 258, 2309, 640, 32, 13, 101, 2014, 19, 8, 6160, 1211, 12765
